,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
0,166.88,166.88,166.88,166.88,167.37,167.37,167.37,165.3,165.3,166.41,165.58,165.58,165.13,165.13,165.13,165.14,166.64,167.32,166.03,166.03,165.66,165.76,165.79,165.79,166.4,165.35,166.0,165.57,165.65,165.8,165.81,166.05,165.92,165.45,165.87,166.17,166.03,166.03,165.63,165.7,165.46,165.81,165.82,165.71,165.87,165.75,165.93,165.73,165.83,166.03,165.58,165.55,165.52,165.74,165.78,165.69,165.69,165.68,165.68,165.74,165.71,166.0,166.0,165.89,165.89,165.79,165.84,165.71,165.71,165.85,165.81,165.76,165.76,165.98,165.89,165.89,165.82,165.83,165.86,165.86,165.77,165.64,165.82,165.82,165.76,165.83,165.73,165.73,165.85,165.85,165.76,165.76,165.67,165.67,165.67,165.81,165.75
1,-165.66,-165.66,-165.66,-165.66,-166.52,-166.52,-166.52,-164.81,-164.81,-165.91,-165.17,-165.17,-164.61,-164.61,-164.61,-164.65,-166.06,-166.69,-165.54,-165.54,-165.2,-165.23,-165.32,-165.23,-165.81,-164.86,-165.5,-165.08,-165.16,-165.31,-165.31,-165.52,-165.36,-164.96,-165.32,-165.6,-165.5,-165.5,-165.11,-165.18,-165.0,-165.31,-165.31,-165.2,-165.38,-165.25,-165.4,-165.23,-165.31,-165.51,-165.09,-165.05,-165.02,-165.24,-165.27,-165.18,-165.18,-165.18,-165.18,-165.23,-165.2,-165.47,-165.47,-165.37,-165.37,-165.28,-165.32,-165.21,-165.21,-165.33,-165.3,-165.25,-165.25,-165.45,-165.37,-165.37,-165.31,-165.32,-165.34,-165.34,-165.25,-165.13,-165.31,-165.31,-165.25,-165.32,-165.21,-165.23,-165.33,-165.33,-165.26,-165.26,-165.16,-165.16,-165.16,-165.3,-165.24
2,-6.8478,-6.8478,-6.8478,-6.8478,-6.8853,-6.8853,-6.8853,-6.5528,-6.5528,-6.6141,-6.5222,-6.5222,-6.6351,-6.6351,-6.6351,-6.5933,-6.6805,-6.7274,-6.5943,-6.5943,-6.5542,-6.6276,-6.5672,-6.6517,-6.6862,-6.5923,-6.6,-6.583,-6.5865,-6.592,-6.603,-6.6223,-6.6533,-6.5875,-6.641,-6.6627,-6.6285,-6.6285,-6.6154,-6.619,-6.5613,-6.5999,-6.6141,-6.6013,-6.5906,-6.6,-6.6268,-6.5995,-6.6204,-6.6211,-6.5858,-6.5947,-6.5982,-6.6007,-6.6058,-6.6113,-6.6113,-6.5982,-6.5982,-6.6033,-6.6065,-6.6261,-6.6261,-6.6163,-6.6163,-6.6062,-6.6219,-6.6034,-6.6034,-6.613,-6.6072,-6.6111,-6.6111,-6.6275,-6.6112,-6.6112,-6.6118,-6.6123,-6.6168,-6.6168,-6.6189,-6.6092,-6.6131,-6.6131,-6.6088,-6.6121,-6.6109,-6.5976,-6.6127,-6.6145,-6.6083,-6.6083,-6.6033,-6.6033,-6.6033,-6.6097,-6.613
3,-0.05299,-0.05299,-0.05299,-0.05299,-0.057014,-0.057014,-0.057014,-0.053976,-0.053976,-0.0543,-0.054391,-0.054391,-0.055159,-0.055159,-0.055159,-0.054506,-0.055383,-0.055544,-0.05437,-0.05437,-0.05412,-0.054753,-0.054165,-0.055003,-0.055374,-0.054256,-0.05437,-0.054347,-0.054371,-0.054434,-0.054465,-0.054602,-0.055059,-0.054419,-0.054772,-0.05514,-0.05479,-0.05479,-0.054499,-0.054746,-0.053943,-0.054531,-0.054617,-0.054362,-0.054295,-0.054491,-0.054685,-0.054328,-0.054619,-0.054616,-0.054259,-0.054352,-0.054376,-0.054404,-0.05448,-0.054575,-0.054575,-0.054436,-0.054436,-0.054509,-0.054547,-0.054677,-0.054677,-0.054579,-0.054579,-0.054488,-0.054663,-0.054504,-0.054504,-0.054528,-0.054475,-0.05455,-0.05455,-0.05469,-0.054507,-0.054507,-0.054525,-0.054507,-0.054553,-0.054553,-0.054581,-0.054517,-0.054543,-0.054543,-0.054496,-0.054528,-0.054501,-0.054392,-0.054522,-0.054543,-0.054496,-0.054496,-0.054477,-0.054477,-0.054477,-0.054528,-0.054543
4,-0.00042746,-0.00042746,-0.00042746,-0.00042746,-0.00045234,-0.00045234,-0.00045234,-0.00042916,-0.00042916,-0.00043764,-0.00043074,-0.00043074,-0.00043796,-0.00043796,-0.00043796,-0.00043293,-0.00044012,-0.00044123,-0.00043312,-0.00043312,-0.00043441,-0.00043458,-0.00043103,-0.00043827,-0.00043975,-0.00043181,-0.00043339,-0.00043139,-0.00043476,-0.00043316,-0.00043438,-0.00043431,-0.00043659,-0.00043184,-0.00043427,-0.0004381,-0.00043596,-0.00043596,-0.00043449,-0.00043509,-0.00042969,-0.00043325,-0.0004344,-0.00043147,-0.00043182,-0.00043305,-0.00043497,-0.00043241,-0.00043439,-0.00043401,-0.00043132,-0.00043299,-0.00043204,-0.00043274,-0.00043321,-0.00043354,-0.00043354,-0.00043286,-0.00043286,-0.00043403,-0.00043374,-0.00043486,-0.00043486,-0.00043399,-0.00043399,-0.00043383,-0.00043445,-0.0004331,-0.0004331,-0.00043385,-0.00043328,-0.00043369,-0.00043369,-0.00043496,-0.00043365,-0.00043365,-0.00043372,-0.00043366,-0.00043397,-0.00043397,-0.00043423,-0.00043354,-0.00043368,-0.00043368,-0.00043329,-0.00043393,-0.00043367,-0.00043253,-0.00043389,-0.00043349,-0.00043332,-0.00043332,-0.00043299,-0.00043299,-0.00043299,-0.00043378,-0.00043383
5,-0.0059572,-0.0059572,-0.0059572,-0.0059572,-0.0052654,-0.0052654,-0.0052654,-0.005282,-0.005282,-0.0051803,-0.0051892,-0.0051892,-0.0052282,-0.0052282,-0.0052282,-0.0052038,-0.0051979,-0.005238,-0.0052011,-0.0052011,-0.0052285,-0.0052385,-0.0052154,-0.0052173,-0.0052069,-0.0052079,-0.0052217,-0.0052141,-0.0052147,-0.0052167,-0.0052145,-0.0052115,-0.00522,-0.0052175,-0.0052114,-0.0052171,-0.0052109,-0.0052109,-0.0052179,-0.0052178,-0.005213,-0.005217,-0.0052151,-0.0052103,-0.0052163,-0.0052189,-0.0052136,-0.005215,-0.0052148,-0.0052122,-0.0052169,-0.0052143,-0.0052128,-0.0052137,-0.005215,-0.0052152,-0.0052152,-0.0052132,-0.0052132,-0.0052151,-0.0052142,-0.0052142,-0.0052142,-0.0052144,-0.0052144,-0.0052152,-0.0052145,-0.0052145,-0.0052145,-0.0052147,-0.0052144,-0.0052143,-0.0052143,-0.0052135,-0.0052144,-0.0052144,-0.0052141,-0.0052145,-0.0052145,-0.0052145,-0.0052144,-0.0052141,-0.0052144,-0.0052144,-0.0052143,-0.0052143,-0.0052142,-0.0052142,-0.0052144,-0.0052146,-0.0052141,-0.0052141,-0.0052145,-0.0052145,-0.0052145,-0.0052143,-0.0052142
6,-0.0044191,-0.0044191,-0.0044191,-0.0044191,-0.0039651,-0.0039651,-0.0039651,-0.0039687,-0.0039687,-0.0039097,-0.0039017,-0.0039017,-0.0039342,-0.0039342,-0.0039342,-0.0039088,-0.0039075,-0.0039356,-0.0039111,-0.0039111,-0.0039328,-0.0039357,-0.0039199,-0.0039214,-0.003918,-0.0039146,-0.0039271,-0.0039212,-0.0039195,-0.0039246,-0.0039193,-0.0039199,-0.003925,-0.0039212,-0.0039183,-0.0039201,-0.0039182,-0.0039182,-0.0039224,-0.0039231,-0.003919,-0.0039241,-0.0039218,-0.0039185,-0.0039237,-0.0039211,-0.0039207,-0.0039219,-0.0039212,-0.0039199,-0.0039212,-0.0039231,-0.0039206,-0.0039206,-0.0039219,-0.0039218,-0.0039218,-0.0039219,-0.0039219,-0.0039214,-0.0039212,-0.003921,-0.003921,-0.0039211,-0.0039211,-0.0039215,-0.0039213,-0.0039205,-0.0039205,-0.0039209,-0.0039208,-0.0039214,-0.0039214,-0.0039223,-0.0039214,-0.0039214,-0.0039213,-0.0039211,-0.0039211,-0.0039211,-0.0039214,-0.0039216,-0.0039211,-0.0039211,-0.0039214,-0.0039212,-0.0039214,-0.0039213,-0.0039211,-0.0039209,-0.0039215,-0.0039215,-0.003921,-0.003921,-0.003921,-0.0039212,-0.0039214
7,1.612e-05,1.612e-05,1.612e-05,1.612e-05,2.1957e-05,2.1957e-05,2.1957e-05,2.3005e-05,2.3005e-05,2.3478e-05,2.2791e-05,2.2791e-05,2.3732e-05,2.3732e-05,2.3732e-05,2.2246e-05,2.2675e-05,2.2853e-05,2.3109e-05,2.3109e-05,2.2968e-05,2.267e-05,2.2501e-05,2.269e-05,2.3006e-05,2.2204e-05,2.2833e-05,2.271e-05,2.2702e-05,2.2961e-05,2.2562e-05,2.2776e-05,2.2768e-05,2.2583e-05,2.2717e-05,2.2438e-05,2.267e-05,2.267e-05,2.2731e-05,2.273e-05,2.2556e-05,2.2881e-05,2.2828e-05,2.2753e-05,2.2883e-05,2.2444e-05,2.2713e-05,2.2817e-05,2.278e-05,2.2823e-05,2.2572e-05,2.3051e-05,2.2809e-05,2.2779e-05,2.2805e-05,2.2769e-05,2.2769e-05,2.3002e-05,2.3002e-05,2.2712e-05,2.2777e-05,2.2748e-05,2.2748e-05,2.275e-05,2.275e-05,2.2736e-05,2.278e-05,2.2639e-05,2.2639e-05,2.2715e-05,2.2725e-05,2.2786e-05,2.2786e-05,2.304e-05,2.2785e-05,2.2785e-05,2.2844e-05,2.2738e-05,2.2724e-05,2.2724e-05,2.2779e-05,2.2845e-05,2.2801e-05,2.2801e-05,2.2792e-05,2.2744e-05,2.2784e-05,2.2781e-05,2.2734e-05,2.271e-05,2.283e-05,2.283e-05,2.2709e-05,2.2709e-05,2.2709e-05,2.2752e-05,2.2848e-05
8,-1.0969e-05,-1.0969e-05,-1.0969e-05,-1.0969e-05,-9.769e-06,-9.769e-06,-9.769e-06,-9.6988e-06,-9.6988e-06,-9.4404e-06,-9.6035e-06,-9.6035e-06,-9.5741e-06,-9.5741e-06,-9.5741e-06,-9.6712e-06,-9.6395e-06,-9.6657e-06,-9.5523e-06,-9.5523e-06,-9.6599e-06,-9.7449e-06,-9.6977e-06,-9.6971e-06,-9.611e-06,-9.7623e-06,-9.6707e-06,-9.6871e-06,-9.6543e-06,-9.6492e-06,-9.7062e-06,-9.6871e-06,-9.6786e-06,-9.724e-06,-9.6748e-06,-9.7227e-06,-9.6702e-06,-9.6702e-06,-9.6787e-06,-9.6965e-06,-9.7078e-06,-9.6608e-06,-9.6703e-06,-9.6692e-06,-9.6732e-06,-9.7372e-06,-9.6875e-06,-9.6812e-06,-9.6689e-06,-9.6596e-06,-9.7248e-06,-9.6338e-06,-9.673e-06,-9.6706e-06,-9.6677e-06,-9.6725e-06,-9.6725e-06,-9.6408e-06,-9.6408e-06,-9.6878e-06,-9.6749e-06,-9.6748e-06,-9.6748e-06,-9.6735e-06,-9.6735e-06,-9.6877e-06,-9.6775e-06,-9.707e-06,-9.707e-06,-9.6875e-06,-9.6856e-06,-9.6766e-06,-9.6766e-06,-9.6273e-06,-9.6752e-06,-9.6752e-06,-9.6655e-06,-9.679e-06,-9.6855e-06,-9.6855e-06,-9.6757e-06,-9.6614e-06,-9.6718e-06,-9.6718e-06,-9.6695e-06,-9.6822e-06,-9.6803e-06,-9.6754e-06,-9.681e-06,-9.6921e-06,-9.6612e-06,-9.6612e-06,-9.6888e-06,-9.6888e-06,-9.6888e-06,-9.6794e-06,-9.6627e-06
9,2.9289e-06,2.9289e-06,2.9289e-06,2.9289e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
