,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,706.12,698.74,698.29,698.29,698.21,699.28,699.15,698.54,698.84,698.84,700.55,698.69,698.69,698.02,697.77,697.77,697.77,697.84,698.18,698.21
1,-712.93,-709.07,-708.43,-708.43,-708.36,-709.45,-709.27,-708.86,-708.84,-708.84,-710.61,-708.92,-708.92,-708.35,-707.99,-707.99,-707.99,-708.06,-708.45,-708.42
2,-33.04,-32.65,-32.55,-32.55,-32.609,-32.624,-32.514,-32.448,-32.679,-32.679,-32.625,-32.499,-32.499,-32.399,-32.517,-32.517,-32.517,-32.499,-32.457,-32.516
3,-0.69184,-0.67539,-0.69159,-0.69159,-0.68866,-0.68299,-0.69038,-0.68357,-0.6932,-0.6932,-0.69199,-0.68629,-0.68629,-0.6863,-0.68817,-0.68817,-0.68817,-0.68734,-0.68675,-0.6876
4,-0.023941,-0.023844,-0.020835,-0.020835,-0.021425,-0.021381,-0.02253,-0.0215,-0.020677,-0.020677,-0.021231,-0.021057,-0.021057,-0.020967,-0.021477,-0.021477,-0.021477,-0.021574,-0.021128,-0.021373
5,1.7916,1.7356,1.9113,1.9113,1.9657,1.9853,1.9014,1.9615,1.9387,1.9387,1.9269,1.9488,1.9488,1.9621,1.9622,1.9622,1.9622,1.9477,1.9448,1.9494
6,0.070843,0.032513,0.03206,0.03206,0.032964,0.03138,0.031205,0.033719,0.031691,0.031691,0.032164,0.032133,0.032133,0.032416,0.032229,0.032229,0.032229,0.03144,0.031463,0.031722
7,-0.018415,0.017143,0.018826,0.018826,0.019429,0.019335,0.018885,0.019481,0.019118,0.019118,0.019202,0.019281,0.019281,0.019428,0.019369,0.019369,0.019369,0.019212,0.019217,0.019257
8,0.028434,-0.00034035,-0.00019214,-0.00019214,-7.9884e-05,-7.2645e-05,-0.00015425,-0.00015155,-0.00030889,-0.00030889,-9.0299e-05,-2.8774e-05,-2.8774e-05,-5.9383e-05,-2.2121e-05,-2.2121e-05,-2.2121e-05,-0.0001385,-0.00010202,-2.3706e-05
9,0.0081407,0.00029493,0.00012891,0.00012891,5.9928e-05,9.8758e-05,0.00012119,0.00012343,0.00029348,0.00029348,4.8326e-05,4.6227e-06,4.6227e-06,2.7191e-05,-2.0393e-06,-2.0393e-06,-2.0393e-06,0.00011064,7.5542e-05,-5.6923e-06
10,0.002205,6.2437e-06,1.285e-05,1.285e-05,-3.6955e-06,9.2815e-07,-1.8249e-06,-1.6852e-06,3.6559e-06,3.6559e-06,-1.6405e-07,1.4908e-05,1.4908e-05,1.5203e-05,2.4058e-05,2.4058e-05,2.4058e-05,7.3357e-06,3.521e-06,2.2215e-05
11,0.0015972,6.7909e-06,2.711e-05,2.711e-05,2.2719e-05,2.451e-05,2.0508e-05,1.6691e-05,2.2555e-05,2.2555e-05,,7.5461e-06,7.5461e-06,1.099e-05,3.2656e-06,3.2656e-06,3.2656e-06,,,3.1697e-06
12,0.0011061,-5.166e-07,2.9321e-06,2.9321e-06,1.5134e-06,3.0058e-06,4.2722e-06,3.3941e-06,1.2895e-06,1.2895e-06,,1.0387e-06,1.0387e-06,-1.6888e-07,1.1125e-06,1.1125e-06,1.1125e-06,,,1.1212e-06
13,0.00035369,,1.1186e-06,1.1186e-06,1.0122e-06,,1.1739e-06,,,,,1.2044e-06,1.2044e-06,,1.0025e-06,1.0025e-06,1.0025e-06,,,1.1807e-06
14,0.00014269,,1.9309e-07,1.9309e-07,1.5998e-07,,2.9118e-07,,,,,1.7181e-07,1.7181e-07,,-4.6544e-07,-4.6544e-07,-4.6544e-07,,,-1.779e-07
15,8.291e-05,,,,,,,,,,,,,,,,,,,
16,2.9672e-05,,,,,,,,,,,,,,,,,,,
17,1.379e-05,,,,,,,,,,,,,,,,,,,
18,2.8606e-06,,,,,,,,,,,,,,,,,,,
